col:taxonID	col:gazetteer	col:area
urn:lsid:nmbe.ch:spidersp:046092	text	Spain
urn:lsid:nmbe.ch:spidersp:029966	text	Egypt
urn:lsid:nmbe.ch:spidersp:033192	text	India
urn:lsid:nmbe.ch:spidersp:034657	text	Argentina
urn:lsid:nmbe.ch:spidersp:049367	text	Mexico
urn:lsid:nmbe.ch:spidersp:001519	text	Australia (Queensland)
urn:lsid:nmbe.ch:spidersp:035945	text	Brazil
urn:lsid:nmbe.ch:spidersp:052481	text	Mexico
urn:lsid:nmbe.ch:spidersp:037978	text	Australia (Queensland)
urn:lsid:nmbe.ch:spidersp:003524	text	Mexico
urn:lsid:nmbe.ch:spidersp:028674	text	Mexico
urn:lsid:nmbe.ch:spidersp:050146	text	Argentina
urn:lsid:nmbe.ch:spidersp:006726	text	Japan
urn:lsid:nmbe.ch:spidersp:018738	text	Indonesia (Lombok)
urn:lsid:nmbe.ch:spidersp:033468	text	Venezuela
urn:lsid:nmbe.ch:spidersp:007834	text	Australia (Queensland)
urn:lsid:nmbe.ch:spidersp:036390	text	Greece, Ukraine, Azerbaijan
urn:lsid:nmbe.ch:spidersp:005809	text	South Africa
urn:lsid:nmbe.ch:spidersp:031455	text	Philippines
urn:lsid:nmbe.ch:spidersp:023891	text	Venezuela, Peru, Brazil
urn:lsid:nmbe.ch:spidersp:044555	text	Vietnam
urn:lsid:nmbe.ch:spidersp:012335	text	Mexico
urn:lsid:nmbe.ch:spidersp:039065	text	China, Taiwan
urn:lsid:nmbe.ch:spidersp:046568	text	Venezuela
urn:lsid:nmbe.ch:spidersp:010308	text	Brazil
urn:lsid:nmbe.ch:spidersp:043290	text	Malaysia
urn:lsid:nmbe.ch:spidersp:025046	text	Guyana
urn:lsid:nmbe.ch:spidersp:022783	text	China
urn:lsid:nmbe.ch:spidersp:040516	text	Australia (Northern Territory)
urn:lsid:nmbe.ch:spidersp:016376	text	Brazil
urn:lsid:nmbe.ch:spidersp:008368	text	Equatorial Guinea (Bioko)
urn:lsid:nmbe.ch:spidersp:023038	text	USA
urn:lsid:nmbe.ch:spidersp:021005	text	USA
urn:lsid:nmbe.ch:spidersp:002765	text	Chile
urn:lsid:nmbe.ch:spidersp:029435	text	Australia (Northern Territory)
urn:lsid:nmbe.ch:spidersp:000758	text	Congo
urn:lsid:nmbe.ch:spidersp:035416	text	Paraguay, Argentina
urn:lsid:nmbe.ch:spidersp:048126	text	Tanzania
urn:lsid:nmbe.ch:spidersp:019083	text	USA
urn:lsid:nmbe.ch:spidersp:003877	text	Mozambique, Zimbabwe
urn:lsid:nmbe.ch:spidersp:019579	text	USA
urn:lsid:nmbe.ch:spidersp:032629	text	Gabon
urn:lsid:nmbe.ch:spidersp:051307	text	Chile
urn:lsid:nmbe.ch:spidersp:007567	text	Greece, Russia (Caucasus)
urn:lsid:nmbe.ch:spidersp:031906	text	Italy
urn:lsid:nmbe.ch:spidersp:008692	text	China (Yarkand), Karakorum
urn:lsid:nmbe.ch:spidersp:044806	text	USA
urn:lsid:nmbe.ch:spidersp:024207	text	Madagascar
urn:lsid:nmbe.ch:spidersp:047729	text	India
urn:lsid:nmbe.ch:spidersp:011149	text	Tanzania
urn:lsid:nmbe.ch:spidersp:045714	text	Nigeria
urn:lsid:nmbe.ch:spidersp:013174	text	Portugal, Spain, France, Morocco
urn:lsid:nmbe.ch:spidersp:038224	text	Iran
urn:lsid:nmbe.ch:spidersp:009980	text	USA, Canada
urn:lsid:nmbe.ch:spidersp:023468	text	Congo
urn:lsid:nmbe.ch:spidersp:008738	text	Myanmar, Malaysia, Singapore
urn:lsid:nmbe.ch:spidersp:017834	text	Australia (Queensland, New South Wales)
urn:lsid:nmbe.ch:spidersp:026390	text	Australia (Victoria)
urn:lsid:nmbe.ch:spidersp:015809	text	Papua New Guinea (New Britain)
urn:lsid:nmbe.ch:spidersp:021455	text	Australia (New South Wales)
urn:lsid:nmbe.ch:spidersp:046991	text	Australia (Queensland)
urn:lsid:nmbe.ch:spidersp:047683	text	Australia (Queensland)
urn:lsid:nmbe.ch:spidersp:016726	text	India, Pakistan, Bangladesh
urn:lsid:nmbe.ch:spidersp:040146	text	China
urn:lsid:nmbe.ch:spidersp:048576	text	China
urn:lsid:nmbe.ch:spidersp:035046	text	Borneo
urn:lsid:nmbe.ch:spidersp:032783	text	Indonesia
urn:lsid:nmbe.ch:spidersp:029065	text	Australia (South Australia)
urn:lsid:nmbe.ch:spidersp:033891	text	USA
urn:lsid:nmbe.ch:spidersp:002335	text	India
urn:lsid:nmbe.ch:spidersp:000308	text	India
urn:lsid:nmbe.ch:spidersp:053290	text	Afghanistan
urn:lsid:nmbe.ch:spidersp:007137	text	Seychelles
urn:lsid:nmbe.ch:spidersp:051757	text	Australia (Victoria)
urn:lsid:nmbe.ch:spidersp:052878	text	Madagascar
urn:lsid:nmbe.ch:spidersp:030244	text	Gabon
urn:lsid:nmbe.ch:spidersp:032279	text	Brazil
urn:lsid:nmbe.ch:spidersp:019129	text	USA
urn:lsid:nmbe.ch:spidersp:037581	text	China
urn:lsid:nmbe.ch:spidersp:050845	text	China
urn:lsid:nmbe.ch:spidersp:011519	text	Europe
urn:lsid:nmbe.ch:spidersp:047379	text	China
urn:lsid:nmbe.ch:spidersp:025945	text	Indonesia (Java)
urn:lsid:nmbe.ch:spidersp:042481	text	Laos
urn:lsid:nmbe.ch:spidersp:027978	text	India
urn:lsid:nmbe.ch:spidersp:038674	text	New Zealand
urn:lsid:nmbe.ch:spidersp:013524	text	Ecuador
urn:lsid:nmbe.ch:spidersp:045344	text	Australia (Queensland)
urn:lsid:nmbe.ch:spidersp:023192	text	Azerbaijan, Turkey, Iran
urn:lsid:nmbe.ch:spidersp:039966	text	USA, Canada
urn:lsid:nmbe.ch:spidersp:024657	text	Canary Is.
urn:lsid:nmbe.ch:spidersp:018954	text	Russia (Middle Siberia to Far East), Mongolia, China
urn:lsid:nmbe.ch:spidersp:007658	text	China, Korea, Taiwan, Japan, Ryukyu Is.
urn:lsid:nmbe.ch:spidersp:051038	text	India
urn:lsid:nmbe.ch:spidersp:005665	text	Australia (Queensland)
urn:lsid:nmbe.ch:spidersp:053005	text	China
urn:lsid:nmbe.ch:spidersp:032516	text	Sri Lanka, China
urn:lsid:nmbe.ch:spidersp:011276	text	Spain
urn:lsid:nmbe.ch:spidersp:047416	text	Australia (Western Australia)
urn:lsid:nmbe.ch:spidersp:026105	text	Azerbaijan, Armenia
urn:lsid:nmbe.ch:spidersp:024138	text	Venezuela, Brazil, Paraguay, Argentina, Uruguay
urn:lsid:nmbe.ch:spidersp:008057	text	Russia (West Siberia)
urn:lsid:nmbe.ch:spidersp:023307	text	Australia (Norfolk Is.)
urn:lsid:nmbe.ch:spidersp:043906	text	Sri Lanka
urn:lsid:nmbe.ch:spidersp:014074	text	Sri Lanka
urn:lsid:nmbe.ch:spidersp:042614	text	Japan
urn:lsid:nmbe.ch:spidersp:016049	text	Mauritius
urn:lsid:nmbe.ch:spidersp:040629	text	New Zealand
urn:lsid:nmbe.ch:spidersp:035729	text	Kazakhstan
urn:lsid:nmbe.ch:spidersp:048219	text	Jamaica
urn:lsid:nmbe.ch:spidersp:037714	text	China (Hainan), Thailand
urn:lsid:nmbe.ch:spidersp:036806	text	Bhutan
urn:lsid:nmbe.ch:spidersp:000467	text	Cuba
urn:lsid:nmbe.ch:spidersp:035683	text	Mexico
urn:lsid:nmbe.ch:spidersp:032146	text	Peru
urn:lsid:nmbe.ch:spidersp:019216	text	USA
urn:lsid:nmbe.ch:spidersp:051468	text	Laos
urn:lsid:nmbe.ch:spidersp:007208	text	Mexico to Costa Rica
urn:lsid:nmbe.ch:spidersp:053455	text	Taiwan
urn:lsid:nmbe.ch:spidersp:005235	text	Malaysia, Singapore
urn:lsid:nmbe.ch:spidersp:034991	text	Paraguay
urn:lsid:nmbe.ch:spidersp:041891	text	Laos
urn:lsid:nmbe.ch:spidersp:026555	text	Spain, Italy (Sardinia)
urn:lsid:nmbe.ch:spidersp:012909	text	Russia (South Siberia), USA (Alaska)
urn:lsid:nmbe.ch:spidersp:021290	text	India
urn:lsid:nmbe.ch:spidersp:010934	text	USA, Canada
urn:lsid:nmbe.ch:spidersp:024568	text	South Africa
urn:lsid:nmbe.ch:spidersp:047046	text	Borneo
urn:lsid:nmbe.ch:spidersp:011626	text	Cameroon, Nigeria
urn:lsid:nmbe.ch:spidersp:042244	text	Brazil
urn:lsid:nmbe.ch:spidersp:014424	text	Australia (Queensland)
urn:lsid:nmbe.ch:spidersp:020878	text	Korea, Japan
urn:lsid:nmbe.ch:spidersp:045581	text	Colombia, Ecuador
urn:lsid:nmbe.ch:spidersp:022845	text	China
urn:lsid:nmbe.ch:spidersp:040279	text	China
urn:lsid:nmbe.ch:spidersp:016419	text	Peru, Brazil
urn:lsid:nmbe.ch:spidersp:023757	text	Brazil, Argentina
urn:lsid:nmbe.ch:spidersp:008407	text	China (Hainan)
urn:lsid:nmbe.ch:spidersp:024092	text	Mexico
urn:lsid:nmbe.ch:spidersp:051192	text	Taiwan
urn:lsid:nmbe.ch:spidersp:000037	text	Malaysia
urn:lsid:nmbe.ch:spidersp:030481	text	India
urn:lsid:nmbe.ch:spidersp:048649	text	Japan
urn:lsid:nmbe.ch:spidersp:035379	text	Madagascar
urn:lsid:nmbe.ch:spidersp:037344	text	Mediterranean, Eastern Europe, Caucasus, Russia (Europe to Far East), Iran, Kazakhstan, Central Asia
urn:lsid:nmbe.ch:spidersp:052614	text	Dominican Rep.
urn:lsid:nmbe.ch:spidersp:004074	text	Jamaica
urn:lsid:nmbe.ch:spidersp:050629	text	Madagascar
urn:lsid:nmbe.ch:spidersp:006049	text	Gabon, Ivory Coast, Congo, Uganda
urn:lsid:nmbe.ch:spidersp:033307	text	Somalia
urn:lsid:nmbe.ch:spidersp:018057	text	Colombia
urn:lsid:nmbe.ch:spidersp:053906	text	China
urn:lsid:nmbe.ch:spidersp:026806	text	Jamaica
urn:lsid:nmbe.ch:spidersp:046207	text	China
urn:lsid:nmbe.ch:spidersp:010467	text	Mexico
urn:lsid:nmbe.ch:spidersp:025729	text	South Africa, Lesotho
urn:lsid:nmbe.ch:spidersp:027714	text	France
urn:lsid:nmbe.ch:spidersp:038818	text	Argentina
urn:lsid:nmbe.ch:spidersp:014977	text	Madagascar
urn:lsid:nmbe.ch:spidersp:022516	text	India
urn:lsid:nmbe.ch:spidersp:009646	text	Cameroon
urn:lsid:nmbe.ch:spidersp:008954	text	Mexico to Brazil
urn:lsid:nmbe.ch:spidersp:041038	text	Canada
urn:lsid:nmbe.ch:spidersp:017658	text	Ethiopia
urn:lsid:nmbe.ch:spidersp:043005	text	Australia (Tasmania)
urn:lsid:nmbe.ch:spidersp:015665	text	China, Vietnam
urn:lsid:nmbe.ch:spidersp:036105	text	Panama
urn:lsid:nmbe.ch:spidersp:049408	text	Guyana
urn:lsid:nmbe.ch:spidersp:034138	text	Marshall Is.
urn:lsid:nmbe.ch:spidersp:001276	text	China
urn:lsid:nmbe.ch:spidersp:033757	text	South Africa
urn:lsid:nmbe.ch:spidersp:034092	text	South Africa
urn:lsid:nmbe.ch:spidersp:004424	text	Italy
urn:lsid:nmbe.ch:spidersp:052244	text	China
urn:lsid:nmbe.ch:spidersp:030878	text	USA, Canada
urn:lsid:nmbe.ch:spidersp:032845	text	Guatemala, El Salvador, Nicaragua
urn:lsid:nmbe.ch:spidersp:006419	text	USA to Colombia
urn:lsid:nmbe.ch:spidersp:050279	text	Ivory Coast
urn:lsid:nmbe.ch:spidersp:047945	text	Tanzania
urn:lsid:nmbe.ch:spidersp:020481	text	Burundi
urn:lsid:nmbe.ch:spidersp:025379	text	India
urn:lsid:nmbe.ch:spidersp:027344	text	France, Corsica, Italy, Sicily
urn:lsid:nmbe.ch:spidersp:045978	text	Mexico
urn:lsid:nmbe.ch:spidersp:041192	text	China
urn:lsid:nmbe.ch:spidersp:010037	text	Algeria
urn:lsid:nmbe.ch:spidersp:046657	text	China
urn:lsid:nmbe.ch:spidersp:044390	text	Tanzania
urn:lsid:nmbe.ch:spidersp:017208	text	Argentina
urn:lsid:nmbe.ch:spidersp:041468	text	Colombia
urn:lsid:nmbe.ch:spidersp:015235	text	Philippines
urn:lsid:nmbe.ch:spidersp:043455	text	China
urn:lsid:nmbe.ch:spidersp:025683	text	Kenya
urn:lsid:nmbe.ch:spidersp:009216	text	Mexico
urn:lsid:nmbe.ch:spidersp:022146	text	USA
urn:lsid:nmbe.ch:spidersp:001626	text	Cuba
urn:lsid:nmbe.ch:spidersp:050783	text	Brazil
urn:lsid:nmbe.ch:spidersp:051891	text	Malaysia (Borneo)
urn:lsid:nmbe.ch:spidersp:036555	text	Cuba
urn:lsid:nmbe.ch:spidersp:002909	text	China
urn:lsid:nmbe.ch:spidersp:031290	text	Central America
urn:lsid:nmbe.ch:spidersp:000934	text	Chile
urn:lsid:nmbe.ch:spidersp:034568	text	Zimbabwe, Malawi, South Africa
urn:lsid:nmbe.ch:spidersp:049058	text	Brazil
urn:lsid:nmbe.ch:spidersp:009703	text	China
urn:lsid:nmbe.ch:spidersp:045997	text	USA
urn:lsid:nmbe.ch:spidersp:022453	text	Mexico
urn:lsid:nmbe.ch:spidersp:025396	text	New Guinea
urn:lsid:nmbe.ch:spidersp:014832	text	Australia (New South Wales)
urn:lsid:nmbe.ch:spidersp:015720	text	Philippines
urn:lsid:nmbe.ch:spidersp:043140	text	Costa Rica, Panama
urn:lsid:nmbe.ch:spidersp:044685	text	Borneo
urn:lsid:nmbe.ch:spidersp:008811	text	St. Helena
urn:lsid:nmbe.ch:spidersp:031785	text	China
urn:lsid:nmbe.ch:spidersp:036040	text	Europe, Turkey, Russia (Europe, Caucasus), Iran
urn:lsid:nmbe.ch:spidersp:050296	text	Australia (Western Australia)
urn:lsid:nmbe.ch:spidersp:001333	text	Argentina
urn:lsid:nmbe.ch:spidersp:030897	text	India
urn:lsid:nmbe.ch:spidersp:004131	text	Indonesia (Sulawesi)
urn:lsid:nmbe.ch:spidersp:052751	text	Colombia
urn:lsid:nmbe.ch:spidersp:053843	text	Japan
urn:lsid:nmbe.ch:spidersp:034587	text	Canary Is., Mediterranean, Eastern Europe, Turkey, Caucasus, Iran. Introduced to Argentina, Chile, USA
urn:lsid:nmbe.ch:spidersp:018112	text	Virgin Is., St. Vincent
urn:lsid:nmbe.ch:spidersp:033242	text	France (Corsica)
urn:lsid:nmbe.ch:spidersp:010522	text	USA
urn:lsid:nmbe.ch:spidersp:046342	text	Hawaii
urn:lsid:nmbe.ch:spidersp:041487	text	Brazil, French Guiana
urn:lsid:nmbe.ch:spidersp:027651	text	Canary Is.
urn:lsid:nmbe.ch:spidersp:043510	text	Australia (Queensland)
urn:lsid:nmbe.ch:spidersp:010488	text	USA
urn:lsid:nmbe.ch:spidersp:022003	text	USA
urn:lsid:nmbe.ch:spidersp:009353	text	Germany, Poland
urn:lsid:nmbe.ch:spidersp:001763	text	USA
urn:lsid:nmbe.ch:spidersp:000871	text	Peru
urn:lsid:nmbe.ch:spidersp:036410	text	China, Vietnam
urn:lsid:nmbe.ch:spidersp:033612	text	Mexico to Guatemala
urn:lsid:nmbe.ch:spidersp:018542	text	Germany, Switzerland, Austria
urn:lsid:nmbe.ch:spidersp:032900	text	St. Vincent and the Grenadines
urn:lsid:nmbe.ch:spidersp:052301	text	Italy
urn:lsid:nmbe.ch:spidersp:001299	text	South Africa
urn:lsid:nmbe.ch:spidersp:027201	text	Greece (Crete), Turkey, Lebanon, Israel, Iran
urn:lsid:nmbe.ch:spidersp:047800	text	Brazil
urn:lsid:nmbe.ch:spidersp:014998	text	Madagascar
urn:lsid:nmbe.ch:spidersp:046712	text	Ecuador (Galapagos Is.)
urn:lsid:nmbe.ch:spidersp:010172	text	Peru
urn:lsid:nmbe.ch:spidersp:043843	text	Turkey
urn:lsid:nmbe.ch:spidersp:024587	text	Russia (Far East), China, Korea
urn:lsid:nmbe.ch:spidersp:023242	text	Australia (New South Wales, Victoria, Tasmania)
urn:lsid:nmbe.ch:spidersp:008112	text	India, Sri Lanka, Sumatra, Java
urn:lsid:nmbe.ch:spidersp:045094	text	Mexico
urn:lsid:nmbe.ch:spidersp:014131	text	Russia (Far East)
urn:lsid:nmbe.ch:spidersp:037651	text	Hawaii
urn:lsid:nmbe.ch:spidersp:000522	text	Myanmar
urn:lsid:nmbe.ch:spidersp:051487	text	China
urn:lsid:nmbe.ch:spidersp:036943	text	Japan (Ryukyu Is.)
urn:lsid:nmbe.ch:spidersp:053140	text	China
urn:lsid:nmbe.ch:spidersp:005720	text	Chile, Argentina
urn:lsid:nmbe.ch:spidersp:018811	text	Europe
urn:lsid:nmbe.ch:spidersp:032453	text	Borneo
urn:lsid:nmbe.ch:spidersp:019703	text	Indonesia to Australia
urn:lsid:nmbe.ch:spidersp:004832	text	Panama
urn:lsid:nmbe.ch:spidersp:040296	text	Thailand
urn:lsid:nmbe.ch:spidersp:047553	text	Bolivia, Brazil
urn:lsid:nmbe.ch:spidersp:011333	text	Cameroon
urn:lsid:nmbe.ch:spidersp:021785	text	New Zealand
urn:lsid:nmbe.ch:spidersp:026040	text	Kazakhstan, Uzbekistan, Kyrgyzstan, Tadjikistan
urn:lsid:nmbe.ch:spidersp:022900	text	Russia (Europe), Kazakhstan, Kyrgyzstan, Uzbekistan
urn:lsid:nmbe.ch:spidersp:014561	text	Colombia
urn:lsid:nmbe.ch:spidersp:042301	text	Cyprus, Israel, Iran
urn:lsid:nmbe.ch:spidersp:011299	text	Azores, Madeira
urn:lsid:nmbe.ch:spidersp:008542	text	Ecuador
urn:lsid:nmbe.ch:spidersp:023612	text	Dominican Rep.
urn:lsid:nmbe.ch:spidersp:000172	text	New Zealand
urn:lsid:nmbe.ch:spidersp:037201	text	Tanzania
urn:lsid:nmbe.ch:spidersp:004998	text	Panama
urn:lsid:nmbe.ch:spidersp:019353	text	Europe, Caucasus, Russia (Europe to South Siberia), China, Japan
urn:lsid:nmbe.ch:spidersp:032003	text	Portugal, Spain
urn:lsid:nmbe.ch:spidersp:005370	text	Australia (New South Wales)
urn:lsid:nmbe.ch:spidersp:053510	text	China
urn:lsid:nmbe.ch:spidersp:000488	text	USA
urn:lsid:nmbe.ch:spidersp:010871	text	Europe, Russia (Europe to Far East), Kazakhstan, Mongolia, China
urn:lsid:nmbe.ch:spidersp:026410	text	Australia (Western Australia)
urn:lsid:nmbe.ch:spidersp:011763	text	Czechia to Ukraine and Montenegro
urn:lsid:nmbe.ch:spidersp:047103	text	Malaysia (Borneo)
urn:lsid:nmbe.ch:spidersp:028727	text	Costa Rica, Panama, Ecuador
urn:lsid:nmbe.ch:spidersp:003477	text	Brazil
urn:lsid:nmbe.ch:spidersp:035816	text	Mediterranean to Azerbaijan
urn:lsid:nmbe.ch:spidersp:049234	text	Australia (Queensland, New South Wales)
urn:lsid:nmbe.ch:spidersp:034704	text	Greece, North Macedonia, Turkey, Cyprus, Israel, Caucasus (Russia, Azerbaijan), Iran, Kazakhstan
urn:lsid:nmbe.ch:spidersp:036739	text	Gabon
urn:lsid:nmbe.ch:spidersp:018391	text	India
urn:lsid:nmbe.ch:spidersp:029835	text	North America, Europe, Turkey, Caucasus, Russia (Europe to Far East), Central Asia, China
urn:lsid:nmbe.ch:spidersp:015059	text	Australia (Queensland), Tahiti
urn:lsid:nmbe.ch:spidersp:043639	text	Nepal
urn:lsid:nmbe.ch:spidersp:017064	text	Indonesia (Java)
urn:lsid:nmbe.ch:spidersp:041604	text	USA
urn:lsid:nmbe.ch:spidersp:040916	text	China
urn:lsid:nmbe.ch:spidersp:020317	text	Mauritius
urn:lsid:nmbe.ch:spidersp:027128	text	Sweden
urn:lsid:nmbe.ch:spidersp:009580	text	USA, Canada
urn:lsid:nmbe.ch:spidersp:025115	text	Cuba
urn:lsid:nmbe.ch:spidersp:039136	text	Mexico
urn:lsid:nmbe.ch:spidersp:012266	text	South Africa
urn:lsid:nmbe.ch:spidersp:044406	text	Japan
urn:lsid:nmbe.ch:spidersp:031506	text	West, Central, Southern Africa
urn:lsid:nmbe.ch:spidersp:007967	text	Central and south-eastern Europe
urn:lsid:nmbe.ch:spidersp:019979	text	USA, Mexico
urn:lsid:nmbe.ch:spidersp:006675	text	Japan
urn:lsid:nmbe.ch:spidersp:050015	text	Iran
urn:lsid:nmbe.ch:spidersp:004648	text	Switzerland, Austria, Italy, Slovenia
urn:lsid:nmbe.ch:spidersp:052028	text	Brazil
urn:lsid:nmbe.ch:spidersp:034354	text	Colombia, Ecuador, Brazil, Guyana
urn:lsid:nmbe.ch:spidersp:049664	text	Australia (Queensland)
urn:lsid:nmbe.ch:spidersp:036369	text	Argentina
urn:lsid:nmbe.ch:spidersp:033491	text	Brazil
urn:lsid:nmbe.ch:spidersp:003027	text	China
urn:lsid:nmbe.ch:spidersp:028377	text	India
urn:lsid:nmbe.ch:spidersp:048976	text	India
urn:lsid:nmbe.ch:spidersp:052182	text	Germany
urn:lsid:nmbe.ch:spidersp:027082	text	Europe to Central Asia
urn:lsid:nmbe.ch:spidersp:020747	text	Guyana
urn:lsid:nmbe.ch:spidersp:043269	text	China
urn:lsid:nmbe.ch:spidersp:021855	text	Kyrgyzstan
urn:lsid:nmbe.ch:spidersp:046591	text	Brazil
urn:lsid:nmbe.ch:spidersp:023868	text	Colombia
urn:lsid:nmbe.ch:spidersp:041254	text	Yemen
urn:lsid:nmbe.ch:spidersp:017434	text	Russia (West to South Siberia, Central Asia), Kazakhstan
urn:lsid:nmbe.ch:spidersp:043793	text	Australia (Victoria)
urn:lsid:nmbe.ch:spidersp:044056	text	Kenya, South Africa
urn:lsid:nmbe.ch:spidersp:012636	text	France, Andorra
urn:lsid:nmbe.ch:spidersp:039566	text	Korea
urn:lsid:nmbe.ch:spidersp:027578	text	Portugal, Spain, France, Algeria
urn:lsid:nmbe.ch:spidersp:013924	text	China, Korea, Taiwan, Japan
urn:lsid:nmbe.ch:spidersp:022280	text	USA, Canada
urn:lsid:nmbe.ch:spidersp:011919	text	Kenya, Somalia
urn:lsid:nmbe.ch:spidersp:025545	text	Colombia
urn:lsid:nmbe.ch:spidersp:042881	text	Philippines
urn:lsid:nmbe.ch:spidersp:037981	text	Australia (Western Australia)
urn:lsid:nmbe.ch:spidersp:050445	text	Indonesia (Sumatra)
urn:lsid:nmbe.ch:spidersp:006225	text	India
urn:lsid:nmbe.ch:spidersp:052478	text	Panama
urn:lsid:nmbe.ch:spidersp:004218	text	USA, Caribbean
urn:lsid:nmbe.ch:spidersp:031156	text	Eastern Australia
urn:lsid:nmbe.ch:spidersp:036693	text	USA
urn:lsid:nmbe.ch:spidersp:002266	text	Ecuador
urn:lsid:nmbe.ch:spidersp:029136	text	Gambia, Cameroon, Congo, DR Congo, Ethiopia, Kenya, Tanzania, Angola, South Africa
urn:lsid:nmbe.ch:spidersp:037128	text	Indonesia (Sumatra)
urn:lsid:nmbe.ch:spidersp:019580	text	Angola
urn:lsid:nmbe.ch:spidersp:035115	text	Indonesia (Java)
urn:lsid:nmbe.ch:spidersp:048425	text	China
urn:lsid:nmbe.ch:spidersp:009979	text	USA
urn:lsid:nmbe.ch:spidersp:040015	text	China
urn:lsid:nmbe.ch:spidersp:016675	text	Libya
urn:lsid:nmbe.ch:spidersp:042028	text	India
urn:lsid:nmbe.ch:spidersp:014648	text	Indonesia (Aru Is.)
urn:lsid:nmbe.ch:spidersp:021506	text	Australia (Western Australia)
urn:lsid:nmbe.ch:spidersp:017967	text	Colombia
urn:lsid:nmbe.ch:spidersp:026739	text	Mexico
urn:lsid:nmbe.ch:spidersp:008391	text	Australia (Queensland)
urn:lsid:nmbe.ch:spidersp:039835	text	Yemen
urn:lsid:nmbe.ch:spidersp:045217	text	Borneo
urn:lsid:nmbe.ch:spidersp:013477	text	Brazil
urn:lsid:nmbe.ch:spidersp:038727	text	Azerbaijan
urn:lsid:nmbe.ch:spidersp:025816	text	Philippines
urn:lsid:nmbe.ch:spidersp:050916	text	Sri Lanka
urn:lsid:nmbe.ch:spidersp:030317	text	New Caledonia
urn:lsid:nmbe.ch:spidersp:053639	text	China
urn:lsid:nmbe.ch:spidersp:005059	text	Mexico
urn:lsid:nmbe.ch:spidersp:051604	text	Turkey
urn:lsid:nmbe.ch:spidersp:007064	text	Argentina
urn:lsid:nmbe.ch:spidersp:037578	text	China
urn:lsid:nmbe.ch:spidersp:003924	text	Spain
urn:lsid:nmbe.ch:spidersp:032280	text	Brazil
urn:lsid:nmbe.ch:spidersp:001919	text	Cuba, Hispaniola
urn:lsid:nmbe.ch:spidersp:048075	text	Ecuador
urn:lsid:nmbe.ch:spidersp:035545	text	India
urn:lsid:nmbe.ch:spidersp:052881	text	Madagascar
urn:lsid:nmbe.ch:spidersp:053793	text	Oman
urn:lsid:nmbe.ch:spidersp:029566	text	Philippines
urn:lsid:nmbe.ch:spidersp:002636	text	China
urn:lsid:nmbe.ch:spidersp:021156	text	New Zealand
urn:lsid:nmbe.ch:spidersp:026693	text	East Africa
urn:lsid:nmbe.ch:spidersp:027981	text	Egypt, Israel
urn:lsid:nmbe.ch:spidersp:016225	text	Peru
urn:lsid:nmbe.ch:spidersp:040445	text	Chile
urn:lsid:nmbe.ch:spidersp:014218	text	Hawaii
urn:lsid:nmbe.ch:spidersp:042478	text	Bulgaria
urn:lsid:nmbe.ch:spidersp:047380	text	China
urn:lsid:nmbe.ch:spidersp:038377	text	Mexico
urn:lsid:nmbe.ch:spidersp:013027	text	Caucasus (Russia, Georgia)
urn:lsid:nmbe.ch:spidersp:045647	text	USA
urn:lsid:nmbe.ch:spidersp:042182	text	Fiji
urn:lsid:nmbe.ch:spidersp:046968	text	Australia (Western Australia)
urn:lsid:nmbe.ch:spidersp:024354	text	Mexico
urn:lsid:nmbe.ch:spidersp:026369	text	Australia (Western Australia)
urn:lsid:nmbe.ch:spidersp:023491	text	Peru
urn:lsid:nmbe.ch:spidersp:044955	text	Brazil
urn:lsid:nmbe.ch:spidersp:005409	text	New Zealand
urn:lsid:nmbe.ch:spidersp:053269	text	Russia (South Siberia)
urn:lsid:nmbe.ch:spidersp:031855	text	France (Corsica)
urn:lsid:nmbe.ch:spidersp:033868	text	Turkey, Iran, Azerbaijan
urn:lsid:nmbe.ch:spidersp:007434	text	USA
urn:lsid:nmbe.ch:spidersp:051254	text	Iran
urn:lsid:nmbe.ch:spidersp:037082	text	India
urn:lsid:nmbe.ch:spidersp:030747	text	Sri Lanka
urn:lsid:nmbe.ch:spidersp:023184	text	Europe, Turkey, North Africa to Central Asia
urn:lsid:nmbe.ch:spidersp:039970	text	China
urn:lsid:nmbe.ch:spidersp:024641	text	Russia (Far East), China, Korea, Japan
urn:lsid:nmbe.ch:spidersp:025953	text	Argentina
urn:lsid:nmbe.ch:spidersp:042497	text	Rwanda
urn:lsid:nmbe.ch:spidersp:038662	text	Russia (South Siberia), Kazakhstan
urn:lsid:nmbe.ch:spidersp:013532	text	Ecuador
urn:lsid:nmbe.ch:spidersp:045352	text	Malaysia
urn:lsid:nmbe.ch:spidersp:030252	text	Brazil
urn:lsid:nmbe.ch:spidersp:037597	text	Japan
urn:lsid:nmbe.ch:spidersp:050853	text	Colombia
urn:lsid:nmbe.ch:spidersp:029589	text	India
urn:lsid:nmbe.ch:spidersp:007121	text	Brazil
urn:lsid:nmbe.ch:spidersp:051741	text	Iran
urn:lsid:nmbe.ch:spidersp:029073	text	Namibia
urn:lsid:nmbe.ch:spidersp:033887	text	Cuba
urn:lsid:nmbe.ch:spidersp:002323	text	Brazil
urn:lsid:nmbe.ch:spidersp:053286	text	Britain
urn:lsid:nmbe.ch:spidersp:048560	text	China
urn:lsid:nmbe.ch:spidersp:035050	text	Sri Lanka
